id	fdr.pvalue.5m_vs_0m	fdr.pvalue.15m_vs_0m	5m_vs_0m	15m_vs_0m
KINASE-PSP_MKK4/MAP2K4	0.00217142857142857	0.989319919095021	-3.709	-0.1536
KINASE-PSP_MEKK6/MAP3K6	0.00795386756810499	0.972782464489149	-3.3475	-0.1895
KINASE-PSP_MEK1/MAP2K1	0.300460092018404	0.0160269160168513	1.8385	2.7229
KINASE-PSP_LYN	0.120237310481213	0.0817046163108216	2.209	2.2123
KINASE-PSP_Lck/LCK	0.00217142857142857	0.00217142857142857	5.4216	4.7257
KINASE-PSP_Fyn/FYN	0.240917730111322	1	2.0754	-0.0117
KINASE-PSP_EGFR	0.809395984875608	0.073385430701518	0.6782	2.6925
KINASE-PSP_ASK1/MAP3K5	0.00925888324873096	0.972287075691955	-3.3129	-0.1933
KINASE-PSP_ALK	0.803096459822867	0.853706078606488	0.6914	0.5122
KINASE-PSP_Abl/ABL1	0.0161302770703095	0.808422181988869	2.6627	0.6988
KINASE-iKiP_ZAP70	0.939375401941869	0.909272415482607	-0.287	0.3611
KINASE-iKiP_YES1	0.280931141931936	0.0397946880705501	-1.9319	-2.6596
KINASE-iKiP_TYRO3	0.853706078606488	0.423814362859134	0.4818	1.4924
KINASE-iKiP_TXK	0.972287075691955	0.358256350327532	-0.2264	1.6522
KINASE-iKiP_TNK1	0.124411411905826	0.574508702497071	-2.5415	-1.1779
KINASE-iKiP_TEK	0.972782464489149	0.765781199575861	0.1898	0.7756
KINASE-iKiP_TEC	0.81328882642896	0.073385430701518	0.6424	-2.3574
KINASE-iKiP_SYK	1	0.282961559815801	-0.0868	-1.9405
KINASE-iKiP_SRMS	0.176179056754596	0.136584270023508	-2.2445	-2.0846
KINASE-iKiP_ROS1	0.824413431491976	0.81328882642896	0.5713	-0.61
KINASE-iKiP_RET	0.575723614914683	0.765781199575861	1.1831	-0.8145
KINASE-iKiP_PTK6	0.153496446631391	0.288155622966494	-2.2576	-1.858
KINASE-iKiP_PTK2B	0.280931141931936	0.0415218161892156	-1.8144	-2.7691
KINASE-iKiP_PTK2.FAK	0.803096459822867	0.81328882642896	0.6964	0.6554
KINASE-iKiP_PDGFRA	0.989668217486308	0.662204575534127	-0.1496	1.019
KINASE-iKiP_NTRK3	1	0.288155622966494	-0.0084	-1.8335
KINASE-iKiP_NTRK2	0.302854721799173	0.445294395572255	-1.8064	-1.4584
KINASE-iKiP_NTRK1	0.405951219512195	0.73252668103428	-1.5623	0.8512
KINASE-iKiP_NPM1:ALK	0.392690334408531	0.446531009097854	-1.551	-1.45
KINASE-iKiP_MUSK	0.471197874033261	0.708998837165685	-1.3889	0.8706
KINASE-iKiP_MET	0.662204575534127	0.198139159869219	0.9864	-2.0294
KINASE-iKiP_MATK.CTK	0.287241114949065	0.0977172607128554	-1.8675	-2.4917
KINASE-iKiP_LYNB.LYN	0.751753341272992	0.0631573724945426	0.7998	-2.6936
KINASE-iKiP_LYNA.LYN	0.898063244836626	0.77842454143495	0.4015	0.7513
KINASE-iKiP_LTK	0.131095497950486	0.441751531357266	-2.5232	-1.4624
KINASE-iKiP_LCK	0.280931141931936	0.646420867342585	-1.9562	1.0375
KINASE-iKiP_KIT	0.073385430701518	0.646420867342585	-2.624	-1.0438
KINASE-iKiP_JAK3	0.534872074419759	0.574508702497071	1.2556	-1.2208
KINASE-iKiP_ITK	0.599152270049425	0.705724445486288	-1.1061	-0.9485
KINASE-iKiP_INSRR	0.72209228948556	0.582665051741357	0.8575	1.153
KINASE-iKiP_INSR	0.989668217486308	1	0.1511	0.031
KINASE-iKiP_IGF1R	0.288155622966494	0.410674343926476	1.8433	1.5319
KINASE-iKiP_HCK	0.347864035054335	0.271865675912075	-1.6927	-1.9947
KINASE-iKiP_FRK	0.300460092018404	0.176179056754596	1.7719	-2.072
KINASE-iKiP_FLT4	0.282961559815801	0.829745231425904	-1.9529	-0.6379
KINASE-iKiP_FLT3	0.287241114949065	0.136584270023508	-1.804	-2.4611
KINASE-iKiP_FGR	0.853706078606488	0.836125013235156	-0.5088	0.5723
KINASE-iKiP_FGFR3	0.284589235458976	0.603004913053228	1.891	1.1196
KINASE-iKiP_FGFR2	0.874330948876924	0.49503475780689	-0.4837	-1.3682
KINASE-iKiP_FGFR1	0.91674490536915	0.81328882642896	-0.34	-0.6441
KINASE-iKiP_FES	0.809395984875608	0.142802547770701	-0.6524	-2.3889
KINASE-iKiP_FER	0.972287075691955	0.599152270049425	-0.2238	-1.0962
KINASE-iKiP_ERBB4	0.673416890153796	0.930528416413753	0.9559	-0.3042
KINASE-iKiP_EPHB4	1	0.853706078606488	-0.0566	-0.5132
KINASE-iKiP_EPHB3	0.186285036166365	0.655246873665111	2.2492	-1.0057
KINASE-iKiP_EPHB2	0.599152270049425	0.766625155666252	1.1234	0.7404
KINASE-iKiP_EPHB1	0.785506554911962	0.887957218712721	-0.7024	-0.4263
KINASE-iKiP_EPHA8	0.414978313253012	0.180654149566067	-1.5225	-2.1742
KINASE-iKiP_EPHA7	0.574508702497071	0.517224860887348	-1.2193	-1.3418
KINASE-iKiP_EPHA6	0.300460092018404	0.59954885920545	-1.8017	-1.1182
KINASE-iKiP_EPHA5	0.928133246615383	0.607436544936545	0.2975	-1.0947
KINASE-iKiP_EPHA3	0.343702087813712	0.00558648951614385	-1.6986	-3.3747
KINASE-iKiP_EPHA2	0.670300260275259	0.0415218161892156	-0.9601	-2.9065
KINASE-iKiP_EPHA1	0.77842454143495	0.247354741963358	0.7282	-1.9487
KINASE-iKiP_EGFR	0.851721654462722	0.0229872787118584	0.5371	-2.9667
KINASE-iKiP_DDR2	0.664194605572908	0.109841787235351	-1.0341	2.3782
KINASE-iKiP_CSF1R.FMS	0.369683257918552	0.0711905806466913	-1.6364	-2.3351
KINASE-iKiP_BMX	1	0.816958992736987	0.1192	-0.6038
KINASE-iKiP_AXL	0.531453251920147	0.766625155666252	1.2682	-0.7935
KINASE-iKiP_ALK	0.853706078606488	1	0.5022	0.0686
DISEASE-PSP_type_2_diabetes	0.300460092018404	0.02818493271642	1.8383	2.6524
DISEASE-PSP_neuroblastoma	0.871555733120256	0.0817046163108216	0.4556	-2.7479
DISEASE-PSP_HNSCC	0.00217142857142857	0.00217142857142857	-3.2625	-3.1789
DISEASE-PSP_glioma	0.00558648951614385	0.136503446262994	2.9534	2.2636
DISEASE-PSP_acute_myelogenous_leukemia	0.0068709881565862	0.136584270023508	2.9532	2.2609
