id	fdr.pvalue.5m_vs_0m	fdr.pvalue.15m_vs_0m	5m_vs_0m	15m_vs_0m
PATH-BI_ISCHEMIA	0.0027098028670128	0.0849241379310345	3.6756	2.4881
KINASE-PSP_ZAP70	0.112327721661055	0.0066459930622935	2.5121	-3.5657
KINASE-PSP_Syk/SYK	0.000545833333333333	0.000545833333333333	4.0483	-3.6039
KINASE-PSP_Src/SRC	0.249227670784557	0.000545833333333333	2.0406	-4.0738
KINASE-PSP_Ret/RET	0.989811595507089	0.0948214252991516	0.0841	-2.0891
KINASE-PSP_MKK7/MAP2K7	0.824273571161553	0.722461921748485	-0.5672	-0.9186
KINASE-PSP_MKK4/MAP2K4	0.454994366197183	0.725111774375295	-1.4818	-0.8192
KINASE-PSP_MEKK6/MAP3K6	0.867249308209816	0.760722013160726	-0.4	-0.712
KINASE-PSP_MEK1/MAP2K1	0.315156375300722	0.0229247420966514	1.7671	-2.6268
KINASE-PSP_LYN	0.725111774375295	0.43029306803447	0.8554	-1.5148
KINASE-PSP_Lck/LCK	0.000545833333333333	0.0556470390803633	4.377	-2.8573
KINASE-PSP_Fyn/FYN	0.0313609703547061	0.9462448055075	2.9072	0.1683
KINASE-PSP_EGFR	0.000545833333333333	0.00193211777069007	3.3385	-3.3282
KINASE-PSP_ASK1/MAP3K5	0.873406886547118	0.760722013160726	-0.3917	-0.7121
KINASE-PSP_Abl/ABL1	0.00437804959561527	0.000545833333333333	3.4404	-3.858
KINASE-iKiP_ZAP70	0.708219703717915	0.261211716953819	-0.9614	-1.8995
KINASE-iKiP_YES1	0.569375348308145	0.760722013160726	-1.2259	0.7
KINASE-iKiP_TYRO3	0.9462448055075	0.037507225394493	-0.1837	2.2462
KINASE-iKiP_TXK	0.229540378624491	0.0439896062362582	-1.8353	2.2317
KINASE-iKiP_TNK1	0.314175907119075	0.827267338678564	-1.7204	-0.4751
KINASE-iKiP_TEC	0.376879508570574	0.725111774375295	-1.6152	0.8436
KINASE-iKiP_ROS1	0.316472711548946	0.51784353019765	-1.7718	1.3292
KINASE-iKiP_RET	0.208330966796542	0.403111344625997	-2.0624	1.5624
KINASE-iKiP_PTK2.FAK	0.822575794253354	0.202661522874289	0.5871	-1.9004
KINASE-iKiP_NTRK3	0.441935853707472	0.942503230800517	-1.5055	-0.209
KINASE-iKiP_NTRK2	0.542530818261235	0.866393519746127	-1.2892	0.3987
KINASE-iKiP_NTRK1	0.0308840864440079	0.268458664192037	-2.8369	1.9218
KINASE-iKiP_NPM1:ALK	0.397750075833586	0.821531225503005	-1.5732	0.5715
KINASE-iKiP_MUSK	0.279844736611565	0.0357474212738089	-1.8199	2.333
KINASE-iKiP_MET	0.319293105597806	0.986812160257701	-1.7417	-0.0897
KINASE-iKiP_LYNB.LYN	0.603459349323411	0.760722013160726	-1.1807	0.7377
KINASE-iKiP_LYNA.LYN	0.117574238274299	0.635038669209708	-2.4218	1.0459
KINASE-iKiP_LTK	0.154603955476048	0.603459349323411	-2.3126	1.1343
KINASE-iKiP_LCK	0.112327721661055	0.0720736103206223	-2.4398	2.4488
KINASE-iKiP_INSRR	0.0220472166767259	0.625935290022352	-2.8408	1.0882
KINASE-iKiP_INSR	0.135055808620091	0.983765618587581	-2.2193	0.11
KINASE-iKiP_HCK	0.289670579461653	0.725111774375295	-1.8126	0.7915
KINASE-iKiP_FLT4	0.275293665892867	0.722461921748485	-1.9296	0.8913
KINASE-iKiP_FLT3	0.499415138783811	0.504236893806225	-1.3873	-1.359
KINASE-iKiP_FGR	0.199003401400393	0.725111774375295	-2.0563	0.8751
KINASE-iKiP_FGFR3	0.248314178332153	0.787269748078037	-1.8247	0.6301
KINASE-iKiP_FGFR2	0.26164819239495	0.595286846251627	-1.9411	1.1737
KINASE-iKiP_FGFR1	0.276279276279276	0.908176577669903	-1.8792	0.2674
KINASE-iKiP_FES	0.0618863476973428	0.299581174410475	-2.872	1.7905
KINASE-iKiP_FER	0.341079165025601	0.303027341204681	-1.7194	1.796
KINASE-iKiP_ERBB4	0.504236893806225	0.779642479863967	-1.387	0.6752
KINASE-iKiP_EPHB4	0.0596882735247515	0.203784421116689	-2.7271	2.0682
KINASE-iKiP_EPHB3	0.504236893806225	0.980031027232166	-1.351	-0.1181
KINASE-iKiP_EPHB2	0.019427900244406	0.0720736103206223	-3.0447	2.1759
KINASE-iKiP_EPHB1	0.0849241379310345	0.0580429783885778	-2.2468	2.2406
KINASE-iKiP_EPHA8	0.243516106769964	0.934340119276122	-1.9729	0.2206
KINASE-iKiP_EPHA6	0.807014843568163	0.194148888360694	0.6211	-1.8741
KINASE-iKiP_EPHA5	0.375130722572866	0.501950312765997	-1.6528	1.3503
KINASE-iKiP_EPHA3	0.0182023585133633	0.000545833333333333	3.1448	4.0553
KINASE-iKiP_EPHA2	0.38751417812259	0.601550837199919	-1.5995	1.1616
KINASE-iKiP_EPHA1	0.601550837199919	0.568520992116498	-1.2309	1.2371
KINASE-iKiP_EGFR	0.468824105297509	0.866393519746127	-1.4407	0.3856
KINASE-iKiP_DDR2	0.057948613864993	0.817348260043487	-2.5819	0.5706
KINASE-iKiP_BMX	0.0326455342902711	0.9462448055075	-2.7443	-0.1927
KINASE-iKiP_ALK	0.0059626376055816	0.486020414978253	-3.5018	1.3769
DISEASE-PSP_type_2_diabetes	0.000545833333333333	0.804323301220184	3.8697	0.6063
DISEASE-PSP_neuroblastoma	0.934340119276122	0.286627445795875	-0.2267	-1.8602
DISEASE-PSP_HNSCC	0.000545833333333333	0.810404200573028	-3.5206	0.567
DISEASE-PSP_glioma	0.000545833333333333	0.725111774375295	3.3413	-0.8069
DISEASE-PSP_acute_myelogenous_leukemia	0.000545833333333333	0.725111774375295	3.3216	-0.81
