id	fdr.pvalue.5m_vs_0m	fdr.pvalue.15m_vs_0m	5m_vs_0m	15m_vs_0m
PERT-PSP_DASATINIB	0.00601739482200647	0.00601739482200647	-2.9515	-2.9914
PERT-PSP_CYCLIC_STRETCH	0.00475809676129548	0.00475809676129548	3.0209	2.9368
PERT-PSP_CISPLATIN	0.0421498421498421	0.181211331813741	2.7714	2.2726
PERT-PSP_BACTERIAL_INFECTION	0.0465034486801227	0.18963375108038	2.686	2.1988
PERT-PSP_ANTI_IGM	0.00216363636363636	0.0126429861529199	3.2507	2.8693
PERT-PSP_ANTI_CD3	0.00216363636363636	0.715352272727273	4.8617	0.8109
PERT-PSP_ANISOMYCIN	0.136107224554156	0.410060434686183	2.4041	1.4664
PERT-P100-DIA2_PAZOPANIB	0.205299121461442	0.338636516465849	-1.954	-1.6552
PERT-P100-DIA2_LENALIDOMIDE	0.204038353073886	0.232155355999345	1.8406	1.8194
PERT-P100-DIA2_IPI145	0.678082191780822	0.591596955079278	0.9823	1.1441
PATH-NP_TWEAK_PATHWAY	0.374890938369199	0.836321114684661	1.5653	0.4679
PATH-NP_TSLP_PATHWAY	0.206857447802015	0.762666532095276	2.1042	0.689
PATH-NP_TIE2_PATHWAY	0.0207605414023542	0.00904438589379814	-3.2142	-3.4278
PATH-NP_T_CELL_RECEPTOR_PATHWAY	0.0520503007107709	0.187156704361874	2.691	2.2178
PATH-NP_PROLACTIN_PATHWAY	0.0401727183513248	0.00268144843281732	-2.8386	-3.3159
PATH-NP_OXYTOCIN_PATHWAY	0.271568148510015	0.587654320987654	1.8843	1.1266
PATH-NP_NOTCH_PATHWAY	0.446034007789494	1	1.4077	0.091
PATH-NP_LEPTIN_PATHWAY	0.286332363423216	0.734856279048779	1.833	0.7812
PATH-NP_KIT_RECEPTOR_PATHWAY	0.161069232446024	0.105421320502354	2.3311	2.4789
PATH-NP_IL33_PATHWAY	0.492154589918295	0.748111286788161	1.314	0.7299
PATH-NP_GLP1_PATHWAY	0.0300387343865605	0.0599085328869156	-3.0513	-2.6764
PATH-NP_EGFR1_PATHWAY	0.294980533814971	0.0557737130117552	1.8084	-3.0491
PATH-NP_CRH_PATHWAY	0.374890938369199	0.836321114684661	1.5849	0.472
PATH-NP_CCR7_PATHWAY	0.31469796789459	1	-1.7294	-0.0649
PATH-NP_B_CELL_RECEPTOR_PATHWAY	0.04597655209166	0.715352272727273	2.5761	-0.8268
PATH-NP_AGE_RAGE_PATHWAY	0.190752816409231	0.841096165428629	2.2091	0.4449
PATH-BI_ISCHEMIA	0.0184144963867354	0.204038353073886	3.1534	2.0863
KINASE-PSP_ZAP70	0.00216363636363636	0.318403421414762	4.0907	1.6921
KINASE-PSP_Syk/SYK	0.0115764385427307	0.184894259818731	3.084	-2.0867
KINASE-PSP_Src/SRC	0.31469796789459	0.715352272727273	1.7166	-0.8072
KINASE-PSP_Ret/RET	0.793817938644498	0.715352272727273	0.6804	-0.8399
KINASE-PSP_MKK4/MAP2K4	0.00718550219263486	0.00216363636363636	-3.5255	-3.7014
KINASE-PSP_MEKK6/MAP3K6	0.0353175404680151	0.0146587829514659	-3.0171	-3.1156
KINASE-PSP_MEK1/MAP2K1	0.161069232446024	0.10259222333001	2.2945	2.5271
KINASE-PSP_LYN	0.0444116022511831	0.968705013456844	2.5149	-0.1506
KINASE-PSP_Lck/LCK	0.00216363636363636	0.0311095369409939	4.8798	3.0581
KINASE-PSP_Fyn/FYN	1	0.281199530795777	0	-1.8332
KINASE-PSP_EGFR	0.0860157885776242	0.123979510389039	2.5325	-2.4668
KINASE-PSP_ASK1/MAP3K5	0.0311276495207236	0.00904438589379814	-2.9903	-3.079
KINASE-PSP_Abl/ABL1	0.04597655209166	0.0135323383084577	2.7165	-3.3127
KINASE-iKiP_ZAP70	1	0.599194360523666	-0.001	1.0792
KINASE-iKiP_YES1	0.157382356976266	0.678082191780822	-2.3785	-0.9228
KINASE-iKiP_TYRO3	0.290952595465199	0.888594755893334	1.7636	-0.3579
KINASE-iKiP_TXK	0.876331813795628	0.888594755893334	0.3924	0.3717
KINASE-iKiP_TNK1	0.214044783303195	0.520280534603679	-2.0271	-1.2401
KINASE-iKiP_TEK	0.214201575011581	0.771994482520798	-2.0326	-0.6637
KINASE-iKiP_TEC	0.695486816605587	0.768873387961138	0.9247	-0.6828
KINASE-iKiP_SRMS	0.910515319073432	0.748111286788161	0.2706	0.7082
KINASE-iKiP_ROS1	0.910515319073432	0.839055546118566	-0.262	-0.4852
KINASE-iKiP_RET	0.715352272727273	0.836321114684661	0.8431	-0.4927
KINASE-iKiP_PTK2.FAK	0.910515319073432	0.235491332484341	0.2937	-2.0038
KINASE-iKiP_NTRK1	0.897250684753832	0.832963134694935	-0.3239	-0.5081
KINASE-iKiP_MUSK	0.798344165420723	0.768873387961138	0.5755	-0.6691
KINASE-iKiP_MET	0.715352272727273	0.232155355999345	-0.8333	-2.0147
KINASE-iKiP_MATK.CTK	0.189959080893925	0.225518603138097	-1.9798	-2.031
KINASE-iKiP_LYNB.LYN	0.204038353073886	0.910515319073432	-2.1528	-0.2774
KINASE-iKiP_LYNA.LYN	0.283633995484283	0.591596955079278	-1.8133	-1.0895
KINASE-iKiP_LTK	0.181211331813741	0.368541215334714	-2.2848	-1.5804
KINASE-iKiP_LCK	0.260799062467361	0.281199530795777	-1.931	-1.8262
KINASE-iKiP_INSRR	0.980973270945095	0.748111286788161	-0.1286	-0.7383
KINASE-iKiP_INSR	0.607733034643719	0.381755422128954	-1.0391	-1.503
KINASE-iKiP_HCK	0.281199530795777	0.957289269275029	-1.7288	0.1679
KINASE-iKiP_FGR	0.498580304672406	0.888594755893334	-1.3201	0.3585
KINASE-iKiP_FGFR3	0.793817938644498	0.538029583698833	0.6152	1.2395
KINASE-iKiP_FGFR2	0.902762682072534	0.106566157508431	0.3162	-2.5735
KINASE-iKiP_FES	0.0184144963867354	0.161069232446024	-3.6267	-2.3568
KINASE-iKiP_FER	0.312300319488818	0.776687982014316	-1.7309	-0.622
KINASE-iKiP_EPHB4	0.591596955079278	0.282828282828283	-1.0876	-1.85
KINASE-iKiP_EPHB3	1	0.378417837612356	0.0464	-1.5351
KINASE-iKiP_EPHB2	0.190752816409231	0.771994482520798	-2.188	-0.655
KINASE-iKiP_EPHB1	0.595476858345021	0.715352272727273	1.0517	0.8342
KINASE-iKiP_EPHA8	0.24640807371977	0.603704577630958	-1.9302	-1.0484
KINASE-iKiP_EPHA7	0.771994482520798	0.380343587694766	-0.6671	-1.536
KINASE-iKiP_EPHA6	0.204038353073886	0.496443671394166	-1.9483	-1.3253
KINASE-iKiP_EPHA5	0.748111286788161	0.236884991888	0.7234	-1.9671
KINASE-iKiP_EPHA3	1	1	0.0021	0.074
KINASE-iKiP_EPHA2	0.883630823740568	0.900494395323333	0.3929	-0.3198
KINASE-iKiP_EPHA1	0.668578081371194	0.771994482520798	0.9393	-0.6497
KINASE-iKiP_DDR2	0.742151650459217	0.380343587694766	0.7603	1.5239
KINASE-iKiP_BMX	0.734856279048779	0.190752816409231	-0.7816	-2.1969
KINASE-iKiP_AXL	0.370928250426158	0.888594755893334	1.5556	0.3737
KINASE-iKiP_ALK	0.910515319073432	0.572910462576931	0.2517	-1.1418
DISEASE-PSP_type_2_diabetes	0.204038353073886	0.31469796789459	2.1432	1.7353
DISEASE-PSP_neuroblastoma	0.794900164410758	0.385130009352989	-0.5919	-1.5064
DISEASE-PSP_HNSCC	0.00216363636363636	0.0202097902097902	-3.2825	-2.8278
DISEASE-PSP_glioma	0.00601739482200647	0.00268144843281732	2.9089	2.9508
DISEASE-PSP_acute_myelogenous_leukemia	0.00216363636363636	0.00268144843281732	2.9868	2.9397
