id	fdr.pvalue.5m_vs_0m	fdr.pvalue.15m_vs_0m	5m_vs_0m	15m_vs_0m
PATH-NP_B_CELL_RECEPTOR_PATHWAY	0.0189171033185543	0.475510817307692	2.3616	1.1955
PATH-NP_AGE_RAGE_PATHWAY	0.000448979591836735	0.201357138600121	3.4908	1.9129
PATH-BI_ISCHEMIA	0.000448979591836735	0.0428514806636091	3.0973	2.6463
KINASE-PSP_ZAP70	0.000835367960601009	0.173158399850191	3.2897	-1.9943
KINASE-PSP_Syk/SYK	0.00157584092602143	0.865881158004267	3.0801	-0.2654
KINASE-PSP_Src/SRC	0.859949849960949	0.737426673151889	-0.2869	-0.5645
KINASE-PSP_Ret/RET	0.000448979591836735	0.0854444495716241	2.6753	2.3468
KINASE-PSP_MKK7/MAP2K7	0.0726385168034037	0.145045239786308	2.5496	-1.8147
KINASE-PSP_MKK4/MAP2K4	0.0854444495716241	0.134744423762098	2.4642	-1.8386
KINASE-PSP_MEK1/MAP2K1	0.0540600083038884	0.000448979591836735	2.5751	3.3367
KINASE-PSP_LYN	0.856182372097909	0.373220044117435	0.3061	1.3895
KINASE-PSP_Lck/LCK	0.000835367960601009	0.124407178099416	3.688	-2.2151
KINASE-PSP_Fyn/FYN	0.605401805824862	0.646107635074536	0.8613	-0.7574
KINASE-PSP_EGFR	0.172829735156605	0.999380178769492	1.9925	0.0345
KINASE-PSP_Abl/ABL1	0.104883907125701	0.00396647725736127	1.9759	-2.6715
KINASE-iKiP_ZAP70	0.605401805824862	0.0217056034728966	0.9174	-2.4959
KINASE-iKiP_YES1	0.228804046469482	0.335530987441236	-1.7823	-1.506
KINASE-iKiP_TYRO3	0.657644920218138	0.137762217857854	-0.7638	2.0162
KINASE-iKiP_TNK1	0.859949849960949	0.131038830180625	-0.2923	-2.2505
KINASE-iKiP_TEK	0.713439738311432	0.348197534390641	-0.6341	-1.4913
KINASE-iKiP_TEC	0.137762217857854	0.0454803607533111	2.0368	-2.6012
KINASE-iKiP_SRMS	0.35981621634797	0.0787915166066427	-1.4342	2.2033
KINASE-iKiP_ROS1	0.222405451151349	0.290519021920181	-1.7961	1.571
KINASE-iKiP_RET	0.525968048379377	0.0223274317871587	-1.0859	-2.8377
KINASE-iKiP_PTK2.FAK	0.567608404367534	0.380950975436681	0.978	-1.3598
KINASE-iKiP_PDGFRA	0.172829735156605	0.141304089254704	2.0057	-2.1246
KINASE-iKiP_NTRK3	0.358600437985268	0.0562849440894569	-1.4394	-2.6707
KINASE-iKiP_MUSK	0.419684965100924	0.0630137381488633	-1.2753	2.3387
KINASE-iKiP_MATK.CTK	0.369428048035823	0.676863572433193	-1.4252	0.7177
KINASE-iKiP_LYNB.LYN	0.499017162120061	0.449285571113593	-1.0747	1.2071
KINASE-iKiP_LYNA.LYN	0.437185633091827	0.569060493148993	1.1925	0.9916
KINASE-iKiP_LTK	0.859949849960949	0.111042997287673	-0.2684	-2.0837
KINASE-iKiP_LCK	0.817490420110354	0.144679372642446	0.389	2.0519
KINASE-iKiP_FGR	0.0349411885609649	0.278866305724141	2.7538	1.6179
KINASE-iKiP_FGFR3	0.608802961744138	0.411482411582292	-0.876	-1.3059
KINASE-iKiP_FGFR2	0.145045239786308	0.104883907125701	-1.9105	-2.0885
KINASE-iKiP_FES	0.696950171821306	0.104883907125701	-0.6395	-2.4038
KINASE-iKiP_FER	0.176352705410822	0.817490420110354	-1.9178	-0.398
KINASE-iKiP_EPHB4	0.802584925887338	0.355904657373324	-0.4392	1.4361
KINASE-iKiP_EPHB3	0.81730982854383	0.866267048336969	-0.4028	0.2752
KINASE-iKiP_EPHB2	0.497620993800848	0.419684965100924	1.0594	1.2577
KINASE-iKiP_EPHB1	0.097550992564295	0.290519021920181	2.4139	1.6167
KINASE-iKiP_EPHA8	0.74413476900729	0.163859306586402	0.5447	-1.9051
KINASE-iKiP_EPHA6	0.539695723920377	0.302976840941108	1.0427	-1.5926
KINASE-iKiP_EPHA5	0.621638345470989	0.605401805824862	-0.8265	0.926
KINASE-iKiP_EPHA3	0.134744423762098	0.772176945002642	-2.1686	-0.497
KINASE-iKiP_EPHA2	0.176352705410822	0.110088070456365	2.0127	-2.1304
KINASE-iKiP_EPHA1	0.218330540137456	0.430035463963587	-1.8357	1.2574
KINASE-iKiP_DDR2	0.176341422879675	0.373220044117435	-1.9645	1.4275
KINASE-iKiP_BMX	0.073795875337682	0.889111320278243	-2.4949	0.2259
KINASE-iKiP_AXL	0.812677396305814	0.430035463963587	-0.431	-1.2292
KINASE-iKiP_ALK	0.317792388922096	0.35981621634797	-1.534	1.4374
DISEASE-PSP_type_2_diabetes	0.000448979591836735	0.00157584092602143	3.1077	2.9926
DISEASE-PSP_neuroblastoma	0.353262324037895	0.856182372097909	-1.4583	-0.3166
DISEASE-PSP_HNSCC	0.000448979591836735	0.0466414614324582	-3.1167	-2.5909
DISEASE-PSP_glioma	0.000448979591836735	0.00396647725736127	3.0128	2.9216
DISEASE-PSP_breast_cancer	0.0444144360376042	0.115196155691685	2.155	1.8955
DISEASE-PSP_acute_myelogenous_leukemia	0.000448979591836735	0.00396647725736127	2.9588	2.9364
