id	fdr.pvalue.5m_vs_0m	fdr.pvalue.15m_vs_0m	5m_vs_0m	15m_vs_0m
KINASE-PSP_Syk/SYK	0.00178571428571429	0.297493932601171	3.7106	-1.6317
KINASE-PSP_Src/SRC	0.294115090277395	0.297493932601171	1.7535	-1.6991
KINASE-PSP_Ret/RET	0.192206743387846	0.911099192971703	1.9274	0.2766
KINASE-PSP_MKK7/MAP2K7	0.836031274088757	0.031023071973527	-0.4982	-2.9811
KINASE-PSP_MKK4/MAP2K4	0.16443006880766	0.00585827657314254	-1.974	-3.6447
KINASE-PSP_MEKK6/MAP3K6	0.189570022220903	0.0177674895552544	-1.8117	-3.0929
KINASE-PSP_MEK1/MAP2K1	0.00178571428571429	0.00315210812991729	3.0563	3.0429
KINASE-PSP_LYN	0.215244172378524	0.639334205488666	1.9087	-0.8866
KINASE-PSP_Lck/LCK	0.00178571428571429	1	4.9658	0.0045
KINASE-PSP_Fyn/FYN	0.830322170692615	0.402442511734312	-0.5016	-1.4149
KINASE-PSP_EGFR	0.442042448194079	0.761232880910553	1.322	-0.6927
KINASE-PSP_ASK1/MAP3K5	0.1880550724446	0.0123639960435213	-1.8092	-3.1565
KINASE-PSP_ALK	0.0931460063649771	0.485178595606907	-2.3652	-1.2848
KINASE-PSP_Abl/ABL1	0.382075748966436	0.0915440897062989	1.4895	-2.5173
KINASE-iKiP_ZAP70	0.599377442214716	0.338601452470365	1.0865	-1.5787
KINASE-iKiP_YES1	0.297493932601171	0.319984422665022	-1.7113	-1.6042
KINASE-iKiP_TYRO3	0.650206919556765	0.836031274088757	-0.8989	0.4533
KINASE-iKiP_TXK	0.165318205507189	0.878029856012524	-1.9673	-0.3143
KINASE-iKiP_TNK1	0.836031274088757	0.599377442214716	0.4749	1.0057
KINASE-iKiP_TEK	0.424067052484534	0.71650849985855	-1.3819	0.7607
KINASE-iKiP_TEC	0.882365703375857	0.785567313345091	0.3124	0.6123
KINASE-iKiP_SYK	0.703512220572135	0.754784872606069	0.7786	0.6933
KINASE-iKiP_SRMS	0.04593786750294	0.297493932601171	-2.7613	-1.6783
KINASE-iKiP_ROS1	0.297493932601171	0.836031274088757	-1.7284	-0.4317
KINASE-iKiP_RET	0.213101084035949	0.754784872606069	1.9691	-0.7135
KINASE-iKiP_PTK2.FAK	0.898744641175	0.332211531222237	0.2784	-1.5793
KINASE-iKiP_NTRK3	0.836031274088757	0.230538087141148	0.4245	1.9214
KINASE-iKiP_NTRK1	0.319984422665022	0.123313156441504	-1.6362	2.3026
KINASE-iKiP_MUSK	0.834322017681503	0.836031274088757	-0.5014	0.3994
KINASE-iKiP_MET	0.829188176331592	0.793858564703715	-0.515	0.5658
KINASE-iKiP_MATK.CTK	0.903643435356853	0.192206743387846	-0.2784	-2.0359
KINASE-iKiP_LYNB.LYN	0.0535161560936099	0.834322017681503	-2.7766	-0.5064
KINASE-iKiP_LYNA.LYN	0.999965468818343	0.999965468818343	-0.0531	-0.0527
KINASE-iKiP_LTK	0.0436800436800437	0.297493932601171	-2.8638	1.692
KINASE-iKiP_LCK	0.488912066942433	0.614114685152937	-1.2194	-0.9712
KINASE-iKiP_INSR	0.445351109067923	0.678704119289846	1.3235	-0.8404
KINASE-iKiP_HCK	0.324045526951339	0.0931460063649771	-1.6108	2.5474
KINASE-iKiP_FRK	0.566660922511345	0.969632326293941	1.1041	0.1136
KINASE-iKiP_FLT3	0.799840031993601	0.319984422665022	-0.5653	1.607
KINASE-iKiP_FGR	0.308494387992296	0.96285815051351	-1.6555	-0.142
KINASE-iKiP_FGFR3	0.215599335679785	0.987741223737074	1.9523	0.0797
KINASE-iKiP_FGFR2	0.614114685152937	0.495208183444943	0.9976	-1.2366
KINASE-iKiP_FES	0.338601452470365	0.969632326293941	-1.5624	-0.1187
KINASE-iKiP_FER	0.1226211496959	0.570216286597826	-2.3349	1.0583
KINASE-iKiP_EPHB4	0.116076775548261	0.78827231977564	-2.4028	0.5941
KINASE-iKiP_EPHB3	0.836031274088757	0.836031274088757	-0.4143	-0.3999
KINASE-iKiP_EPHB2	0.173695429280665	0.836031274088757	-2.1212	0.4117
KINASE-iKiP_EPHB1	0.11144578313253	0.528276689520651	-2.3398	1.1484
KINASE-iKiP_EPHA8	0.187006692784583	0.501273521521109	-2.0834	1.1893
KINASE-iKiP_EPHA6	0.051892939100753	0.0466710025533555	2.0145	-2.1884
KINASE-iKiP_EPHA5	0.836031274088757	0.424067052484534	0.4057	-1.3848
KINASE-iKiP_EPHA3	0.0229095626926212	0.599377442214716	-3.1264	-1.0366
KINASE-iKiP_EPHA2	0.599377442214716	0.427800244984889	-1.0508	-1.3696
KINASE-iKiP_EPHA1	0.620350062357545	0.820829381910142	-0.9709	-0.5434
KINASE-iKiP_DDR2	0.78827231977564	0.431201667838355	-0.6195	1.3751
KINASE-iKiP_BMX	0.0466710025533555	0.653674846777995	2.9877	-0.8689
KINASE-iKiP_AXL	1	0.614117277018391	0.0289	-0.958
KINASE-iKiP_ALK	0.187006692784583	0.315889573936549	-2.0783	1.642
DISEASE-PSP_type_2_diabetes	0.00502209722780233	0.116076775548261	2.9742	2.3436
DISEASE-PSP_neuroblastoma	0.620455238700622	0.78827231977564	0.9477	-0.6098
DISEASE-PSP_HNSCC	0.00178571428571429	0.00502209722780233	-3.4423	-2.9829
DISEASE-PSP_glioma	0.0104934940336991	0.0448998732825798	2.9502	2.7841
DISEASE-PSP_breast_cancer	0.117934878005968	0.267168018998615	2.0941	-1.8205
DISEASE-PSP_acute_myelogenous_leukemia	0.00806774322632279	0.0448998732825798	2.8805	2.7453
